Player Name,Team Name,Playing Role,Batting Style,Batting Position,Runs_Scored,Batting Average,Strike_rate,Total_hundreds,Total_fifties,Fours_Scored,Sixes_scored,Bowling Style,Runs_Conceded,Total_Wickets_Taken,Economy,Bowling Strike Rate,Bowling Average,Fours_Conceded,Sixes_Conceded
Navdeep Saini,India,Bowler,Right hand Bat,11,0,0.0,0.0,0,0,0,0,Right arm Fast,137,6,8.1,17.0,22.83,11,9
Naved-ul-Hasan,Pakistan,Bowler,Right hand Bat,8,1,1.0,11.11,0,0,0,0,Right arm Medium fast,27,1,6.8,24.0,27.0,1,0
Naveen-ul-Haq,Afghanistan,Bowler,Right hand Bat,10,7,7.0,100.0,0,0,1,0,Right arm Medium fast,102,7,6.8,12.86,14.57,8,2
Nawroz Mangal,Afghanistan,Top order Batter,Right hand Bat,3,505,18.04,111.48,0,2,42,19,Right arm Offbreak,80,4,8.3,15.0,20.0,4,4
Nazmul Hossain,Bangladesh,Bowler,Right hand Bat,11,0,0.0,0.0,0,0,0,0,Right arm Medium fast,52,0,10.4,0.0,0.0,7,0
Nazmul Islam,Bangladesh,Bowler,Left hand Bat,10,18,18.0,105.88,0,0,2,0,Slow Left arm Orthodox,265,8,6.9,28.75,33.12,14,13
Neil Broom,New Zealand,Middle order Batter,Right hand Bat,2,12,6.0,92.31,0,0,1,0,Right arm Medium,0,0,0.0,0.0,0.0,0,0
Neville Madziva,Zimbabwe,Allrounder,Right hand Bat,8,88,17.6,110.0,0,0,4,5,Right arm Medium fast,417,12,9.0,23.42,34.75,42,10
Niall O'Brien,Ireland,Wicketkeeper Batter,Left hand Bat,3,313,17.39,103.64,0,1,28,3,,0,0,0.0,0.0,0.0,0,0
Nic Maddinson,Australia,Opening Batter,Left hand Bat,4,45,11.25,128.57,0,0,6,1,Slow Left arm Orthodox,0,0,0.0,0.0,0.0,0,0
Nicholas Pooran,West Indies,Wicketkeeper Batter,Left hand Bat,5,312,24.0,126.32,0,2,24,17,Right arm Offbreak,0,0,0.0,0.0,0.0,0,0
Nigel Jones,Ireland,Allrounder,Right hand Bat,7,28,14.0,103.7,0,0,1,1,Right arm Medium,14,0,7.0,0.0,0.0,0,0
Nikita Miller,West Indies,Bowler,Right hand Bat,9,43,43.0,91.49,0,0,2,0,Slow Left arm Orthodox,202,9,7.4,18.44,22.44,8,10
Niroshan Dickwella,Sri Lanka,Wicketkeeper Batter,Left hand Bat,2,429,19.5,138.83,0,1,57,8,,0,0,0.0,0.0,0.0,0,0
Nkrumah Bonner,West Indies,Middle order Batter,Right hand Bat,4,27,13.5,71.05,0,0,2,0,Legbreak,18,0,9.0,0.0,0.0,0,1
Noor Ali Zadran,Afghanistan,Opening Batter,Right hand Bat,2,506,26.63,101.81,0,3,45,6,Right arm Medium fast,0,0,0.0,0.0,0.0,0,0
Nurul Hasan,Bangladesh,Wicketkeeper Batter,Right hand Bat,8,78,19.5,123.81,0,0,9,0,,0,0,0.0,0.0,0.0,0,0
Nuwan Kulasekara,Sri Lanka,Bowler,Right hand Bat,8,169,11.27,117.36,0,0,14,5,Right arm Fast medium,1197,58,7.2,17.31,20.64,124,28
Nuwan Pradeep,Sri Lanka,Bowler,Right hand Bat,11,10,10.0,66.67,0,0,1,0,Right arm Fast medium,407,15,9.3,17.67,27.13,40,14
Obed McCoy,West Indies,Bowler,Left hand Bat,11,11,11.0,110.0,0,0,1,1,Left arm Fast medium,44,1,14.7,18.0,44.0,5,2
Odean Smith,West Indies,Bowling Allrounder,Right hand Bat,10,6,6.0,120.0,0,0,1,0,Right arm Fast medium,78,2,11.1,21.0,39.0,9,2
Oshada Fernando,Sri Lanka,Top order Batter,Right hand Bat,5,97,48.5,132.88,0,1,10,3,Legbreak,0,0,0.0,0.0,0.0,0,0
Oshane Thomas,West Indies,Bowler,Left hand Bat,11,8,4.0,72.73,0,0,2,0,Right arm Fast,326,9,8.8,24.67,36.22,36,12
Parthiv Patel,India,Wicketkeeper Batter,Left hand Bat,1,36,18.0,112.5,0,0,4,1,Right arm Offbreak,0,0,0.0,0.0,0.0,0,0
Parvez Rasool,India,Bowling Allrounder,Right hand Bat,8,5,5.0,83.33,0,0,0,0,Right arm Offbreak,32,1,8.0,24.0,32.0,1,2
Pat Brown,England,,,11,4,0.0,44.44,0,0,0,0,,128,3,9.8,26.0,42.67,8,7
Pat Cummins,Australia,Bowler,Right hand Bat,8,35,5.0,94.59,0,0,2,1,Right arm Fast,629,32,6.8,17.25,19.66,65,13
Paul Collingwood,England,Allrounder,Right hand Bat,4,119,11.9,96.75,0,0,4,5,Right arm Medium,47,0,9.4,0.0,0.0,1,4
Paul Stirling,Ireland,Batting Allrounder,Right hand Bat,2,1893,30.05,138.88,0,16,228,59,Right arm Offbreak,600,16,7.7,29.25,37.5,32,26
Peter Chase,Ireland,Bowler,Right hand Bat,11,7,7.0,53.85,0,0,1,0,Right arm Medium fast,416,15,10.0,16.73,27.73,45,16
Peter Connell,Ireland,Bowler,Right hand Bat,10,3,3.0,60.0,0,0,0,0,Right arm Medium fast,106,4,7.4,21.75,26.5,12,2
Peter Fulton,New Zealand,Top order Batter,Right hand Bat,2,9,9.0,69.23,0,0,2,0,Right arm Medium,0,0,0.0,0.0,0.0,0,0
Peter Handscomb,Australia,Batter,Right hand Bat,5,33,33.0,100.0,0,0,1,0,,0,0,0.0,0.0,0.0,0,0
Peter Ingram,New Zealand,Top order Batter,Right hand Bat,2,22,11.0,62.86,0,0,3,0,Right arm Offbreak,0,0,0.0,0.0,0.0,0,0
Peter McGlashan,New Zealand,Wicketkeeper Batter,Right hand Bat,7,38,19.0,122.58,0,0,5,2,,0,0,0.0,0.0,0.0,0,0
Peter Moor,Zimbabwe,,,5,364,24.27,127.27,0,1,22,24,,0,0,0.0,0.0,0.0,0,0
Peter Nevill,Australia,Wicketkeeper,Right hand Bat,8,25,25.0,227.27,0,0,1,2,,0,0,0.0,0.0,0.0,0,0
Phillip Hughes,Australia,Opening Batter,Left hand Bat,5,6,6.0,75.0,0,0,1,0,,0,0,0.0,0.0,0.0,0,0
Piyush Chawla,India,Bowling Allrounder,Left hand Bat,9,0,0.0,0.0,0,0,0,0,Legbreak,151,4,6.6,34.5,37.75,10,5
Praveen Kumar,India,Bowler,Right hand Bat,9,1,0.5,16.67,0,0,0,0,Right arm Medium,178,7,7.4,20.57,25.43,22,1
Prosper Utseya,Zimbabwe,Bowler,Right hand Bat,9,64,6.4,74.42,0,0,4,1,Right arm Offbreak,715,17,7.3,34.53,42.06,52,18
Quinton de Kock,South Africa,Wicketkeeper Batter,Left hand Bat,2,1018,30.85,129.35,0,4,117,32,,0,0,0.0,0.0,0.0,0,0
Raees Ahmadzai,Afghanistan,Middle order Batter,Right hand Bat,6,91,30.33,108.33,0,0,5,1,Right arm Offbreak,0,0,0.0,0.0,0.0,0,0
Rafatullah Mohmand,Pakistan,Opening Batter,Right hand Bat,2,39,13.0,86.67,0,0,4,0,Slow Left arm Orthodox,0,0,0.0,0.0,0.0,0,0
Rahmanullah Gurbaz,Afghanistan,Wicketkeeper Batter,Right hand Bat,1,227,32.43,138.41,0,2,19,13,,0,0,0.0,0.0,0.0,0,0
Rahul Dravid,India,Top order Batter,Right hand Bat,3,31,31.0,147.62,0,0,0,3,Right arm Offbreak,0,0,0.0,0.0,0.0,0,0
Rameez Raja,Pakistan,Top order Batter,Right hand Bat,3,24,12.0,82.76,0,0,2,0,Right arm Offbreak,0,0,0.0,0.0,0.0,0,0
Ramith Rambukwella,Sri Lanka,Opening Batter,Left hand Bat,7,19,19.0,118.75,0,0,1,1,Right arm Offbreak,46,1,7.3,39.0,46.0,2,2
Ramnaresh Sarwan,West Indies,Batter,Right hand Bat,4,97,16.17,82.91,0,0,7,0,Legbreak,0,0,0.0,0.0,0.0,0,0
Rangana Herath,Sri Lanka,Bowler,Left hand Bat,10,8,2.67,66.67,0,0,0,0,Slow Left arm Orthodox,373,18,6.2,20.28,20.72,21,16
Raqibul Hasan,Bangladesh,Batter,Right hand Bat,8,18,18.0,138.46,0,0,2,1,Legbreak,0,0,0.0,0.0,0.0,0,0
Rashid Khan,Afghanistan,Bowling Allrounder,Right hand Bat,8,140,14.0,119.66,0,0,9,8,Legbreak Googly,1004,82,6.0,12.22,12.24,53,32
Rassie van der Dussen,South Africa,Top order Batter,Right hand Bat,3,254,31.75,132.29,0,2,14,12,Legbreak,0,0,0.0,0.0,0.0,0,0
Ravi Bopara,England,Batting Allrounder,Right hand Bat,5,552,30.67,121.05,0,2,38,16,Right arm Medium,387,16,7.2,20.12,24.19,31,8
Ravi Rampaul,West Indies,Bowler,Left hand Bat,10,12,12.0,60.0,0,0,0,0,Right arm Fast medium,508,23,8.7,15.17,22.09,46,18
Ravichandran Ashwin,India,Bowling Allrounder,Right hand Bat,9,123,30.75,106.96,0,0,14,1,Right arm Offbreak,1182,50,7.1,20.06,23.64,66,56
Ravindra Jadeja,India,Allrounder,Left hand Bat,8,107,9.73,105.94,0,0,5,3,Slow Left arm Orthodox,967,32,7.4,24.56,30.22,51,58
Ray Price,Zimbabwe,Bowler,Right hand Bat,10,14,3.5,58.33,0,0,1,0,Slow Left arm Orthodox,326,8,7.2,34.12,40.75,25,9
Rayad Emrit,West Indies,Bowling Allrounder,Right hand Bat,8,17,5.67,62.96,0,0,0,1,Right arm Medium fast,156,4,9.8,24.0,39.0,15,6
Raza Hasan,Pakistan,Bowler,Right hand Bat,11,18,0.0,72.0,0,0,2,0,Slow Left arm Orthodox,219,10,5.8,22.8,21.9,15,7
Reece Topley,England,Bowler,Right hand Bat,11,1,0.0,50.0,0,0,0,0,Left arm Fast medium,173,5,10.1,20.6,34.6,15,9
Reeza Hendricks,South Africa,Opening Batter,Right hand Bat,2,593,26.95,121.77,0,4,71,8,Right arm Offbreak,0,0,0.0,0.0,0.0,0,0
Regis Chakabva,Zimbabwe,Wicketkeeper Batter,Right hand Bat,4,158,15.8,123.44,0,0,12,7,Right arm Offbreak,0,0,0.0,0.0,0.0,0,0
Richard Levi,South Africa,Opening Batter,Right hand Bat,1,236,23.6,142.17,1,1,20,15,Right arm Medium,0,0,0.0,0.0,0.0,0,0
Richmond Mutumbami,Zimbabwe,Wicketkeeper Batter,Right hand Bat,5,294,18.38,117.13,0,1,19,15,Right arm Offbreak,0,0,0.0,0.0,0.0,0,0
Rilee Rossouw,South Africa,Top order Batter,Left hand Bat,4,327,29.73,137.97,0,2,29,12,Right arm Offbreak,0,0,0.0,0.0,0.0,0,0
Rishabh Pant,India,Wicketkeeper Batter,Left hand Bat,4,409,20.45,121.73,0,2,28,18,,0,0,0.0,0.0,0.0,0,0
Rishi Dhawan,India,Allrounder,Right hand Bat,8,1,0.0,50.0,0,0,0,0,Right arm Medium fast,42,1,10.5,24.0,42.0,6,1
Rob Nicol,New Zealand,Opening Batter,Right hand Bat,2,326,18.11,114.79,0,2,33,11,"Right arm Medium, Right arm Offbreak",167,5,8.2,24.6,33.4,10,9
Robin Peterson,South Africa,Bowler,Left hand Bat,8,82,13.67,110.81,0,0,10,0,Slow Left arm Orthodox,365,18,7.4,16.33,20.28,26,18
Robin Uthappa,India,Batter,Right hand Bat,2,100,50.0,121.95,0,0,12,0,Right arm Medium,0,0,0.0,0.0,0.0,0,0
Roelof van der Merwe,South Africa,,,9,8,0.0,72.73,0,0,0,0,,84,2,8.4,30.0,42.0,4,7
Rohit Sharma,India,Top order Batter,Right hand Bat,2,2382,32.19,140.2,4,17,212,111,Right arm Offbreak,76,0,12.3,0.0,0.0,6,3
Ronnie Hira,New Zealand,Bowler,Left hand Bat,10,37,12.33,112.12,0,0,4,1,Slow Left arm Orthodox,337,10,8.0,25.4,33.7,21,16
Rony Talukdar,Bangladesh,Batter,Right hand Bat,7,21,21.0,95.45,0,0,0,1,Right arm Slow medium,0,0,0.0,0.0,0.0,0,0
Rory Kleinveldt,South Africa,Bowler,Right hand Bat,8,22,22.0,314.29,0,0,1,3,Right arm Fast medium,153,8,8.0,14.5,19.12,19,4
Rory McCann,Ireland,Wicketkeeper,Right hand Bat,9,1,1.0,50.0,0,0,0,0,,0,0,0.0,0.0,0.0,0,0
Ross Taylor,New Zealand,Middle order Batter,Right hand Bat,5,1271,26.48,122.8,0,2,80,42,Right arm Offbreak,0,0,0.0,0.0,0.0,0,0
Rovman Powell,West Indies,Middle order Batter,Right hand Bat,5,311,20.73,124.4,0,2,26,13,Right arm Medium fast,74,2,9.2,24.0,37.0,8,2
Rubel Hossain,Bangladesh,Bowler,Right hand Bat,10,9,1.8,36.0,0,0,0,0,Right arm Fast,786,26,9.4,19.27,30.23,79,25
Rumman Raees,Pakistan,Bowler,Right hand Bat,11,0,0.0,0.0,0,0,0,0,Left arm Medium fast,220,8,7.7,21.62,27.5,18,10
Runako Morton,West Indies,Batter,Right hand Bat,4,40,20.0,95.24,0,0,3,0,"Right arm Medium, Right arm Offbreak",0,0,0.0,0.0,0.0,0,0
Rusty Theron,South Africa,,,9,32,0.0,152.38,0,0,3,1,,261,12,8.2,16.17,21.75,20,7
Ryan Burl,Zimbabwe,Middle order Batter,Left hand Bat,6,254,25.4,114.93,0,1,16,10,Legbreak,279,11,8.5,18.0,25.36,19,14
Ryan Harris,Australia,Bowler,Right hand Bat,9,2,0.0,200.0,0,0,0,0,Right arm Fast,95,4,8.3,17.5,23.75,9,4
Ryan McLaren,South Africa,Allrounder,Left hand Bat,8,8,8.0,66.67,0,0,0,0,Right arm Medium fast,273,13,7.7,16.54,21.0,28,5
S Badrinath,India,Middle order Batter,Right hand Bat,4,43,43.0,116.22,0,0,5,0,Right arm Offbreak,0,0,0.0,0.0,0.0,0,0
Saad Nasim,Pakistan,Allrounder,Right hand Bat,5,44,22.0,83.02,0,0,0,1,Legbreak,12,0,12.0,0.0,0.0,1,1
Sabbir Rahman,Bangladesh,Middle order Batter,Right hand Bat,4,933,24.55,120.54,0,4,89,27,Legbreak,70,6,6.3,11.17,11.67,6,2
Sachith Pathirana,Sri Lanka,Allrounder,Left hand Bat,8,27,5.4,112.5,0,0,3,0,Slow Left arm Orthodox,119,5,7.7,19.0,23.8,7,4
Sachithra Senanayake,Sri Lanka,Bowler,Right hand Bat,9,56,9.33,84.85,0,0,3,1,Right arm Offbreak,549,25,6.8,19.44,21.96,38,22
Sadeera Samarawickrama,Sri Lanka,Wicketkeeper Batter,Right hand Bat,3,97,13.86,104.3,0,0,9,0,,0,0,0.0,0.0,0.0,0,0
Saeed Ajmal,Pakistan,Bowler,Right hand Bat,10,91,8.27,105.81,0,0,7,2,Right arm Offbreak,1274,66,6.6,17.71,19.3,95,43
Sahibzada Farhan,Pakistan,Middle order Batter,Right hand Bat,2,40,13.33,86.96,0,0,2,3,,0,0,0.0,0.0,0.0,0,0
Salman Butt,Pakistan,Batter,Left hand Bat,2,267,38.14,125.94,0,2,33,4,Right arm Offbreak,0,0,0.0,0.0,0.0,0,0
Sam Billings,England,Wicketkeeper Batter,Right hand Bat,5,344,18.11,138.15,0,2,32,11,,0,0,0.0,0.0,0.0,0,0
Sam Curran,England,,,6,35,11.67,152.17,0,0,3,2,,153,6,8.5,18.0,25.5,8,8
Samit Patel,England,Allrounder,Right hand Bat,6,189,15.75,109.25,0,1,17,5,Slow Left arm Orthodox,321,7,7.6,36.0,45.86,15,19
Samiullah Shinwari,Afghanistan,Allrounder,Right hand Bat,6,985,21.89,118.82,0,2,73,37,Legbreak,688,28,6.5,22.64,24.57,44,16
Samuel Badree,West Indies,Bowler,Right hand Bat,10,42,8.4,71.19,0,0,1,1,Legbreak,1091,53,6.1,20.38,20.58,110,27
Sanath Jayasuriya,Sri Lanka,Allrounder,Left hand Bat,4,23,4.6,52.27,0,0,2,0,Slow Left arm Orthodox,82,3,7.5,22.0,27.33,3,3
Sandeep Sharma,India,Bowler,Right hand Bat,11,1,0.0,100.0,0,0,0,0,Right arm Medium,73,1,10.4,42.0,73.0,6,4
Sanju Samson,India,Wicketkeeper Batter,Right hand Bat,7,19,19.0,79.17,0,0,1,0,,0,0,0.0,0.0,0.0,0,0
Saqib Mahmood,England,Bowler,Right hand Bat,10,7,7.0,100.0,0,0,1,0,Right arm Fast medium,115,3,11.5,20.0,38.33,10,7
Sarfaraz Ahmed,Pakistan,Wicketkeeper Batter,Right hand Bat,5,812,28.0,126.68,0,3,79,15,Right arm Offbreak,0,0,0.0,0.0,0.0,0,0
Sayed Shirzad,Afghanistan,Bowler,Right hand Bat,9,1,1.0,50.0,0,0,0,0,Left arm Medium,116,7,7.7,12.86,16.57,12,3
Scott Borthwick,England,Batting Allrounder,Left hand Bat,9,14,14.0,87.5,0,0,2,0,Legbreak,15,1,3.8,24.0,15.0,0,0
Scott Kuggeleijn,New Zealand,Bowling Allrounder,Right hand Bat,7,65,32.5,216.67,0,0,4,6,Right arm Fast medium,260,5,9.8,32.2,52.0,24,12
Scott Styris,New Zealand,Allrounder,Right hand Bat,5,178,22.25,129.93,0,0,16,7,Right arm Medium,80,10,4.7,10.2,8.0,2,2
Sean Abbott,Australia,Allrounder,Right hand Bat,9,5,5.0,62.5,0,0,1,0,Right arm Fast medium,61,3,6.1,20.0,20.33,7,0
Sean Terry,Ireland,,,3,4,4.0,66.67,0,0,0,0,,0,0,0.0,0.0,0.0,0,0
Sean Williams,Zimbabwe,Middle order Batter,Left hand Bat,4,783,24.47,132.49,0,6,73,22,Slow Left arm Orthodox,862,31,7.2,23.03,27.81,59,27
Seekkuge Prasanna,Sri Lanka,Allrounder,Right hand Bat,6,214,15.29,132.92,0,0,13,13,Legbreak,359,10,7.2,30.0,35.9,20,11
Seth Rance,New Zealand,Bowler,Right hand Bat,11,10,3.33,47.62,0,0,0,0,Right arm Medium,245,10,9.1,16.2,24.5,22,9
Shabir Noori,Afghanistan,Top order Batter,Right hand Bat,2,15,15.0,83.33,0,0,1,0,Right arm Offbreak,0,0,0.0,0.0,0.0,0,0
Shadab Khan,Pakistan,Allrounder,Right hand Bat,8,122,13.56,127.08,0,0,6,6,Legbreak,948,46,7.0,17.59,20.61,56,43
Shafiqullah,Afghanistan,Wicketkeeper Batter,Right hand Bat,6,494,16.47,145.29,0,1,35,31,,0,0,0.0,0.0,0.0,0,0
Shafiul Islam,Bangladesh,Bowler,Right hand Bat,10,23,4.6,69.7,0,0,1,1,Right arm Fast medium,459,16,8.1,21.25,28.69,49,9
Shahadat Hossain,Bangladesh,Bowler,Right hand Bat,9,1,1.0,33.33,0,0,0,0,Right arm Medium fast,82,0,11.7,0.0,0.0,10,4
Shaheen Shah Afridi,Pakistan,Bowler,Left hand Bat,11,0,0.0,0.0,0,0,0,0,Left arm Fast,288,14,7.6,16.29,20.57,25,8
Shahid Afridi,Pakistan,Allrounder,Right hand Bat,6,938,16.75,152.77,0,1,62,57,Legbreak Googly,1785,60,7.0,25.73,29.75,131,48
Shahzaib Hasan,Pakistan,Opening Batter,Right hand Bat,2,39,6.5,67.24,0,0,3,0,Right arm Offbreak,0,0,0.0,0.0,0.0,0,0
Shai Hope,West Indies,Wicketkeeper Batter,Right hand Bat,3,238,19.83,136.0,0,2,24,10,,0,0,0.0,0.0,0.0,0,0
Shakeel Ansar,Pakistan,Wicketkeeper Batter,Right hand Bat,3,0,0.0,0.0,0,0,0,0,,0,0,0.0,0.0,0.0,0,0
Shakib Al Hasan,Bangladesh,Allrounder,Left hand Bat,4,1438,26.15,125.59,0,9,149,32,Slow Left arm Orthodox,1633,79,6.9,18.09,20.67,119,60
Shaminda Eranga,Sri Lanka,Bowler,Right hand Bat,9,6,6.0,85.71,0,0,1,0,Right arm Fast medium,67,2,8.4,24.0,33.5,7,2
Shamsur Rahman,Bangladesh,Opening Batter,Right hand Bat,2,86,10.75,101.18,0,1,12,1,,0,0,0.0,0.0,0.0,0,0
Shane Bond,New Zealand,Bowler,Right hand Bat,11,1,0.0,100.0,0,0,0,0,Right arm Fast,204,8,7.6,20.25,25.5,18,8
Shane Getkate,Ireland,Allrounder,Right hand Bat,6,87,8.7,119.18,0,0,4,4,Right arm Medium fast,323,8,9.2,26.25,40.38,18,20
Shane Watson,Australia,Allrounder,Right hand Bat,2,1376,30.58,147.48,1,10,107,81,Right arm Fast medium,1079,45,7.6,19.0,23.98,88,36
Shapoor Zadran,Afghanistan,Bowler,Left hand Bat,10,27,3.86,41.54,0,0,0,3,Left arm Fast medium,843,35,7.8,18.49,24.09,105,23
Sharafuddin Ashraf,Afghanistan,Allrounder,Right hand Bat,7,28,9.33,96.55,0,0,1,1,Slow Left arm Orthodox,201,5,8.0,30.0,40.2,13,11
Sharjeel Khan,Pakistan,Opening Batter,Left hand Bat,1,360,24.0,137.4,0,2,48,13,Legbreak,0,0,0.0,0.0,0.0,0,0
Shaun Marsh,Australia,Top order Batter,Left hand Bat,3,202,18.36,101.0,0,0,12,7,Slow Left arm Orthodox,0,0,0.0,0.0,0.0,0,0
Shaun Tait,Australia,Bowler,Right hand Bat,11,10,2.5,71.43,0,0,0,1,Right arm Fast,494,24,7.3,16.92,20.58,48,10
Shehan Jayasuriya,Sri Lanka,Batting Allrounder,Left hand Bat,4,225,16.07,110.84,0,0,17,8,Right arm Offbreak,202,3,9.4,43.67,67.33,15,9
Sheldon Cottrell,West Indies,Bowler,Right hand Bat,10,15,5.0,68.18,0,0,2,0,Left arm Fast medium,589,29,8.2,14.86,20.31,52,21
Sherfane Rutherford,West Indies,Middle order Batter,Left hand Bat,6,17,5.67,73.91,0,0,1,0,Right arm Fast medium,28,0,9.3,0.0,0.0,3,0
Shikhar Dhawan,India,Opening Batter,Left hand Bat,2,1504,27.85,128.22,0,9,166,46,Right arm Offbreak,0,0,0.0,0.0,0.0,0,0
Shimron Hetmyer,West Indies,Top order Batter,Left hand Bat,4,279,16.41,125.11,0,1,19,17,,0,0,0.0,0.0,0.0,0,0
Shingi Masakadza,Zimbabwe,Bowler,Right hand Bat,8,18,4.5,75.0,0,0,1,0,Right arm Fast medium,211,4,11.2,29.0,52.75,17,9
Shivam Dube,India,Allrounder,Left hand Bat,6,64,32.0,152.38,0,1,3,4,Right arm Medium,114,3,9.3,25.0,38.0,11,4
Shivnarine Chanderpaul,West Indies,Batter,Left hand Bat,2,136,22.67,91.89,0,0,12,3,Legbreak,0,0,0.0,0.0,0.0,0,0
Shoaib Akhtar,Pakistan,Bowler,Right hand Bat,10,20,6.67,133.33,0,0,2,1,Right arm Fast,249,11,8.3,16.36,22.64,28,10
Shoaib Malik,Pakistan,Allrounder,Right hand Bat,5,1697,32.02,126.45,0,5,140,48,Right arm Offbreak,386,15,7.6,20.4,25.73,22,17
Shreyas Iyer,India,Top order Batter,Right hand Bat,4,226,22.6,126.97,0,1,18,9,"Right arm Offbreak, Legbreak Googly",0,0,0.0,0.0,0.0,0,0
Shuvagata Hom,Bangladesh,Batting Allrounder,Right hand Bat,6,35,17.5,100.0,0,0,3,1,Right arm Offbreak,71,2,6.5,33.0,35.5,4,3
Sikandar Raza,Zimbabwe,Batting Allrounder,Right hand Bat,4,406,13.53,105.73,0,1,34,8,Right arm Offbreak,376,11,8.2,25.09,34.18,18,16
Simi Singh,Ireland,Bowling Allrounder,Right hand Bat,6,169,11.27,117.36,0,1,12,6,"Right arm Offbreak, Legbreak Googly",344,15,8.0,17.33,22.93,29,11
Sohag Gazi,Bangladesh,Bowler,Right hand Bat,8,57,14.25,96.61,0,0,3,1,Right arm Offbreak,299,4,8.5,52.5,74.75,30,11
